SilU
{'Train_epoch': 1, 'Acc': 0.8356376886367798, 'Loss': 0.46270627901752365, 'Precision': 0.8334381580352783, 'Recall': 0.8459168076515198}
{'Test_epoch': 10, 'Acc': 0.9106289744377136, 'Loss': 0.2609968641238987, 'Precision': 0.9113280773162842, 'Recall': 0.9101120233535767}
{'Train_epoch': 11, 'Acc': 0.93458491563797, 'Loss': 0.17513306516367616, 'Precision': 0.93145352602005, 'Recall': 0.9372206926345825}
{'Test_epoch': 11, 'Acc': 0.9166998267173767, 'Loss': 0.240785422218833, 'Precision': 0.9164831042289734, 'Recall': 0.915785014629364}
{'Train_epoch': 12, 'Acc': 0.9396821856498718, 'Loss': 0.16293909980742727, 'Precision': 0.9367027878761292, 'Recall': 0.9431827068328857}
{'Test_epoch': 12, 'Acc': 0.9096337556838989, 'Loss': 0.2722759322518376, 'Precision': 0.9094058275222778, 'Recall': 0.9090062975883484}
{'Train_epoch': 13, 'Acc': 0.9417644143104553, 'Loss': 0.15515716599304474, 'Precision': 0.9387946128845215, 'Recall': 0.9445822834968567}
{'Test_epoch': 13, 'Acc': 0.9127189517021179, 'Loss': 0.2587164751473506, 'Precision': 0.9104151725769043, 'Recall': 0.9108560085296631}
{'Train_epoch': 14, 'Acc': 0.9468116760253906, 'Loss': 0.14142193396025693, 'Precision': 0.9443884491920471, 'Recall': 0.9495102167129517}
{'Test_epoch': 14, 'Acc': 0.9166998267173767, 'Loss': 0.25523967794172325, 'Precision': 0.9130726456642151, 'Recall': 0.9105539321899414}
{'Train_epoch': 15, 'Acc': 0.9496601819992065, 'Loss': 0.1357420643668439, 'Precision': 0.9458467364311218, 'Recall': 0.9515559077262878}
{'Test_epoch': 15, 'Acc': 0.9085389971733093, 'Loss': 0.274965116884678, 'Precision': 0.9086454510688782, 'Recall': 0.9081951379776001}
{'Train_epoch': 16, 'Acc': 0.9540911316871643, 'Loss': 0.12501155464117653, 'Precision': 0.9517021775245667, 'Recall': 0.9569931626319885}
{'Test_epoch': 16, 'Acc': 0.9014729261398315, 'Loss': 0.30359448354904817, 'Precision': 0.906714677810669, 'Recall': 0.8974506258964539}
{'Train_epoch': 17, 'Acc': 0.9558402299880981, 'Loss': 0.11848516604984238, 'Precision': 0.9523088932037354, 'Recall': 0.9574029445648193}
{'Test_epoch': 17, 'Acc': 0.909832775592804, 'Loss': 0.2962075659803524, 'Precision': 0.9103330373764038, 'Recall': 0.909439742565155}
{'Train_epoch': 18, 'Acc': 0.960504412651062, 'Loss': 0.1045698947337732, 'Precision': 0.9571893215179443, 'Recall': 0.9625330567359924}
{'Test_epoch': 18, 'Acc': 0.9123208522796631, 'Loss': 0.31387994354175536, 'Precision': 0.9093465805053711, 'Recall': 0.9093145132064819}
{'Train_epoch': 19, 'Acc': 0.9623534083366394, 'Loss': 0.099881954637092, 'Precision': 0.9600828289985657, 'Recall': 0.964614748954773}
{'Test_epoch': 19, 'Acc': 0.9143112897872925, 'Loss': 0.27749105708993926, 'Precision': 0.9132115840911865, 'Recall': 0.9112499356269836}
{'Train_epoch': 20, 'Acc': 0.9647521376609802, 'Loss': 0.09445298971908131, 'Precision': 0.9624511003494263, 'Recall': 0.9670169949531555}
{'Test_epoch': 20, 'Acc': 0.9144108295440674, 'Loss': 0.31774999041134006, 'Precision': 0.9116441011428833, 'Recall': 0.9113621711730957}
{'Train_epoch': 21, 'Acc': 0.9671175479888916, 'Loss': 0.08761368698077097, 'Precision': 0.9635385870933533, 'Recall': 0.9685695171356201}
{'Test_epoch': 21, 'Acc': 0.9058519005775452, 'Loss': 0.33049351119311754, 'Precision': 0.9038839936256409, 'Recall': 0.9015551805496216}
{'Train_epoch': 22, 'Acc': 0.970565676689148, 'Loss': 0.07984635935697172, 'Precision': 0.9668357372283936, 'Recall': 0.9715414047241211}
{'Test_epoch': 22, 'Acc': 0.9042595624923706, 'Loss': 0.364459227058728, 'Precision': 0.9074981808662415, 'Recall': 0.9060044288635254}
{'Train_epoch': 23, 'Acc': 0.9728977680206299, 'Loss': 0.07403084506002217, 'Precision': 0.9708337187767029, 'Recall': 0.9747485518455505}
{'Test_epoch': 23, 'Acc': 0.9133160710334778, 'Loss': 0.34658366537824936, 'Precision': 0.9083216786384583, 'Recall': 0.9083029627799988}
{'Train_epoch': 24, 'Acc': 0.9744303226470947, 'Loss': 0.06902421727232429, 'Precision': 0.9719322323799133, 'Recall': 0.9756395816802979}
{'Test_epoch': 24, 'Acc': 0.9012739062309265, 'Loss': 0.3828793657101264, 'Precision': 0.9002728462219238, 'Recall': 0.9008229970932007}
{'Train_epoch': 25, 'Acc': 0.9772621393203735, 'Loss': 0.06261323760626024, 'Precision': 0.9755359888076782, 'Recall': 0.9786865711212158}
{'Test_epoch': 25, 'Acc': 0.9148089289665222, 'Loss': 0.34079046298269255, 'Precision': 0.9131394624710083, 'Recall': 0.9142928123474121}
{'Train_epoch': 26, 'Acc': 0.9775619506835938, 'Loss': 0.06216555831160571, 'Precision': 0.974873423576355, 'Recall': 0.9779651165008545}
{'Test_epoch': 26, 'Acc': 0.912619411945343, 'Loss': 0.3623291058614138, 'Precision': 0.9087231755256653, 'Recall': 0.909409761428833}
{'Train_epoch': 27, 'Acc': 0.979344367980957, 'Loss': 0.056976952474874096, 'Precision': 0.975914716720581, 'Recall': 0.979979932308197}
{'Test_epoch': 27, 'Acc': 0.9138137102127075, 'Loss': 0.3622500414538915, 'Precision': 0.9117021560668945, 'Recall': 0.9109803438186646}
{'Train_epoch': 28, 'Acc': 0.9807769060134888, 'Loss': 0.052459221039248355, 'Precision': 0.9784610867500305, 'Recall': 0.981813907623291}
{'Test_epoch': 28, 'Acc': 0.9121218323707581, 'Loss': 0.35919992419873265, 'Precision': 0.9124078154563904, 'Recall': 0.910479724407196}
{'Train_epoch': 29, 'Acc': 0.9807769060134888, 'Loss': 0.05214357519160404, 'Precision': 0.9791311025619507, 'Recall': 0.9819958209991455}
{'Test_epoch': 29, 'Acc': 0.912917971611023, 'Loss': 0.36062981492015206, 'Precision': 0.913124144077301, 'Recall': 0.9117048978805542}
{'Train_epoch': 30, 'Acc': 0.9825260043144226, 'Loss': 0.04770187112993733, 'Precision': 0.9797995686531067, 'Recall': 0.982421875}
{'Test_epoch': 30, 'Acc': 0.9087380766868591, 'Loss': 0.4338496251233444, 'Precision': 0.9098589420318604, 'Recall': 0.9059627056121826}
{'Train_epoch': 31, 'Acc': 0.9843416810035706, 'Loss': 0.04196460733027843, 'Precision': 0.9816654324531555, 'Recall': 0.9847403764724731}
{'Test_epoch': 31, 'Acc': 0.9071456789970398, 'Loss': 0.4028123827401999, 'Precision': 0.9060803055763245, 'Recall': 0.9062210321426392}
{'Train_epoch': 32, 'Acc': 0.9849746823310852, 'Loss': 0.04015939737851821, 'Precision': 0.9822655916213989, 'Recall': 0.9849105477333069}
{'Test_epoch': 32, 'Acc': 0.9096337556838989, 'Loss': 0.44194869844503937, 'Precision': 0.9107922315597534, 'Recall': 0.9090690612792969}
{'Train_epoch': 33, 'Acc': 0.9850746393203735, 'Loss': 0.0414975036784802, 'Precision': 0.9824723601341248, 'Recall': 0.9852660894393921}
{'Test_epoch': 33, 'Acc': 0.9135151505470276, 'Loss': 0.415950906041796, 'Precision': 0.9125888347625732, 'Recall': 0.911375105381012}
{'Train_epoch': 34, 'Acc': 0.986856997013092, 'Loss': 0.03622040922541533, 'Precision': 0.9849105477333069, 'Recall': 0.9874926209449768}
{'Test_epoch': 34, 'Acc': 0.9121218323707581, 'Loss': 0.42611870058118156, 'Precision': 0.9085885882377625, 'Recall': 0.9082714319229126}
{'Train_epoch': 35, 'Acc': 0.9876399040222168, 'Loss': 0.03444945880160136, 'Precision': 0.9855368137359619, 'Recall': 0.9875906705856323}
{'Test_epoch': 35, 'Acc': 0.9059514403343201, 'Loss': 0.45187328879240973, 'Precision': 0.9074517488479614, 'Recall': 0.9054605960845947}
{'Train_epoch': 36, 'Acc': 0.9879230856895447, 'Loss': 0.033795685756446196, 'Precision': 0.9851073026657104, 'Recall': 0.9873770475387573}
{'Test_epoch': 36, 'Acc': 0.9100318551063538, 'Loss': 0.44710857532681175, 'Precision': 0.906854510307312, 'Recall': 0.907621443271637}
{'Train_epoch': 37, 'Acc': 0.9886227250099182, 'Loss': 0.03266112293370057, 'Precision': 0.9866377115249634, 'Recall': 0.9892749786376953}
{'Test_epoch': 37, 'Acc': 0.9110270738601685, 'Loss': 0.44837188842902137, 'Precision': 0.9119162559509277, 'Recall': 0.9081499576568604}
{'Train_epoch': 38, 'Acc': 0.9889225959777832, 'Loss': 0.030924815649744062, 'Precision': 0.9868346452713013, 'Recall': 0.9886271357536316}
{'Test_epoch': 38, 'Acc': 0.9021695852279663, 'Loss': 0.4838324483309036, 'Precision': 0.9041827917098999, 'Recall': 0.9012073278427124}
{'Train_epoch': 39, 'Acc': 0.990505039691925, 'Loss': 0.02821264334023247, 'Precision': 0.9882944822311401, 'Recall': 0.9903227686882019}
{'Test_epoch': 39, 'Acc': 0.9083399772644043, 'Loss': 0.4895616998824819, 'Precision': 0.9061749577522278, 'Recall': 0.9074887037277222}
{'Train_epoch': 40, 'Acc': 0.9899719953536987, 'Loss': 0.028683991824487238, 'Precision': 0.9878504872322083, 'Recall': 0.9899103045463562}
{'Test_epoch': 40, 'Acc': 0.9085389971733093, 'Loss': 0.4608553166435972, 'Precision': 0.9070221781730652, 'Recall': 0.9062318205833435}
{'Train_epoch': 41, 'Acc': 0.9893890023231506, 'Loss': 0.030087380927105223, 'Precision': 0.9864563941955566, 'Recall': 0.9884929656982422}
{'Test_epoch': 41, 'Acc': 0.9133160710334778, 'Loss': 0.5091749648000025, 'Precision': 0.9138284921646118, 'Recall': 0.9143242239952087}
{'Train_epoch': 42, 'Acc': 0.9906716346740723, 'Loss': 0.025779269321058104, 'Precision': 0.9893543720245361, 'Recall': 0.9909908771514893}
{'Test_epoch': 42, 'Acc': 0.9092356562614441, 'Loss': 0.47273069044729327, 'Precision': 0.906907320022583, 'Recall': 0.9080619812011719}
{'Train_epoch': 43, 'Acc': 0.991237998008728, 'Loss': 0.02445507071937607, 'Precision': 0.9902635216712952, 'Recall': 0.9914239048957825}
{'Test_epoch': 43, 'Acc': 0.9123208522796631, 'Loss': 0.4893592170137129, 'Precision': 0.9099492430686951, 'Recall': 0.9088865518569946}
{'Train_epoch': 44, 'Acc': 0.9916544556617737, 'Loss': 0.023301835641262928, 'Precision': 0.9899349808692932, 'Recall': 0.9917222261428833}
{'Test_epoch': 44, 'Acc': 0.906449019908905, 'Loss': 0.5048158631013457, 'Precision': 0.906752347946167, 'Recall': 0.9061256051063538}
{'Train_epoch': 45, 'Acc': 0.991021454334259, 'Loss': 0.026224475321889262, 'Precision': 0.9889323115348816, 'Recall': 0.9908121228218079}
{'Test_epoch': 45, 'Acc': 0.9132165312767029, 'Loss': 0.4281885167287224, 'Precision': 0.9124332070350647, 'Recall': 0.913739800453186}
{'Train_epoch': 46, 'Acc': 0.992703914642334, 'Loss': 0.021372427798412703, 'Precision': 0.9902138710021973, 'Recall': 0.992128312587738}
{'Test_epoch': 46, 'Acc': 0.9111266136169434, 'Loss': 0.46729732639375765, 'Precision': 0.9112428426742554, 'Recall': 0.9091982245445251}
{'Train_epoch': 47, 'Acc': 0.9929537773132324, 'Loss': 0.021796776567894055, 'Precision': 0.9908918738365173, 'Recall': 0.9921415448188782}
{'Test_epoch': 47, 'Acc': 0.9034633636474609, 'Loss': 0.5261964672215426, 'Precision': 0.900234043598175, 'Recall': 0.8979236483573914}
{'Train_epoch': 48, 'Acc': 0.9915045499801636, 'Loss': 0.023782991883364805, 'Precision': 0.989702582359314, 'Recall': 0.991299569606781}
{'Test_epoch': 48, 'Acc': 0.9154060482978821, 'Loss': 0.48116971631860656, 'Precision': 0.9142618179321289, 'Recall': 0.9141899943351746}
{'Train_epoch': 49, 'Acc': 0.9930204153060913, 'Loss': 0.020228473364590646, 'Precision': 0.9909198880195618, 'Recall': 0.9925693869590759}
{'Test_epoch': 49, 'Acc': 0.9117237329483032, 'Loss': 0.5029019221283828, 'Precision': 0.9132204651832581, 'Recall': 0.9111092686653137}
{'Train_epoch': 50, 'Acc': 0.9932702779769897, 'Loss': 0.019984912069964045, 'Precision': 0.9915118217468262, 'Recall': 0.9927558898925781}
{'Test_epoch': 50, 'Acc': 0.9118232727050781, 'Loss': 0.5093503285579051, 'Precision': 0.9116120338439941, 'Recall': 0.9098702073097229}
{'Train_epoch': 51, 'Acc': 0.9920709133148193, 'Loss': 0.022605001065214025, 'Precision': 0.9897251129150391, 'Recall': 0.9914103746414185}
{'Test_epoch': 51, 'Acc': 0.9103304147720337, 'Loss': 0.5375345201367975, 'Precision': 0.9093987345695496, 'Recall': 0.9090648889541626}
{'Train_epoch': 52, 'Acc': 0.9936200976371765, 'Loss': 0.019263044832792352, 'Precision': 0.9914671182632446, 'Recall': 0.9925116896629333}
{'Test_epoch': 52, 'Acc': 0.9081408977508545, 'Loss': 0.5667601866457778, 'Precision': 0.9090577960014343, 'Recall': 0.9066960215568542}
{'Train_epoch': 53, 'Acc': 0.9933701753616333, 'Loss': 0.019844847284084588, 'Precision': 0.991474986076355, 'Recall': 0.9928959012031555}
{'Test_epoch': 53, 'Acc': 0.9130175113677979, 'Loss': 0.5271408989978065, 'Precision': 0.9085938334465027, 'Recall': 0.9107061624526978}
{'Train_epoch': 54, 'Acc': 0.9931703209877014, 'Loss': 0.020050722108591337, 'Precision': 0.9913873672485352, 'Recall': 0.9925881624221802}
{'Test_epoch': 54, 'Acc': 0.9128184914588928, 'Loss': 0.494236246368308, 'Precision': 0.9115190505981445, 'Recall': 0.9110434055328369}
{'Train_epoch': 55, 'Acc': 0.994236409664154, 'Loss': 0.015932654729186674, 'Precision': 0.992307186126709, 'Recall': 0.9934170246124268}
{'Test_epoch': 55, 'Acc': 0.909136176109314, 'Loss': 0.5026846821330915, 'Precision': 0.9090177416801453, 'Recall': 0.9063403010368347}
{'Train_epoch': 56, 'Acc': 0.9940698146820068, 'Loss': 0.017212914068287746, 'Precision': 0.9925386905670166, 'Recall': 0.99359530210495}
{'Test_epoch': 56, 'Acc': 0.9071456789970398, 'Loss': 0.49451147287989117, 'Precision': 0.9037306308746338, 'Recall': 0.9022769927978516}
{'Train_epoch': 57, 'Acc': 0.9946195483207703, 'Loss': 0.016273386781753003, 'Precision': 0.9933612942695618, 'Recall': 0.9944813251495361}
{'Test_epoch': 57, 'Acc': 0.9094347357749939, 'Loss': 0.591166162080351, 'Precision': 0.9108353853225708, 'Recall': 0.9076496362686157}
{'Train_epoch': 58, 'Acc': 0.994003176689148, 'Loss': 0.01736650479332598, 'Precision': 0.9926290512084961, 'Recall': 0.9936962127685547}
{'Test_epoch': 58, 'Acc': 0.9076433181762695, 'Loss': 0.5710320164728316, 'Precision': 0.9057821035385132, 'Recall': 0.906094491481781}
{'Train_epoch': 59, 'Acc': 0.9935867786407471, 'Loss': 0.018577156378339958, 'Precision': 0.9918534755706787, 'Recall': 0.9935970306396484}
{'Test_epoch': 59, 'Acc': 0.9101313948631287, 'Loss': 0.5157072050081697, 'Precision': 0.9080943465232849, 'Recall': 0.9086898565292358}
{'Train_epoch': 60, 'Acc': 0.9946361780166626, 'Loss': 0.015521172662198268, 'Precision': 0.9926000237464905, 'Recall': 0.9937415719032288}
{'Test_epoch': 60, 'Acc': 0.9137141704559326, 'Loss': 0.4714897371336201, 'Precision': 0.9085913896560669, 'Recall': 0.9094250202178955}
{'Train_epoch': 61, 'Acc': 0.9946195483207703, 'Loss': 0.015080917396573417, 'Precision': 0.9924232959747314, 'Recall': 0.9938033819198608}
{'Test_epoch': 61, 'Acc': 0.9102308750152588, 'Loss': 0.5152541156027727, 'Precision': 0.9107462167739868, 'Recall': 0.9093108177185059}
{'Train_epoch': 62, 'Acc': 0.9953024983406067, 'Loss': 0.014552952866534068, 'Precision': 0.9939913153648376, 'Recall': 0.9952605962753296}
{'Test_epoch': 62, 'Acc': 0.909832775592804, 'Loss': 0.5359547370555365, 'Precision': 0.9097309708595276, 'Recall': 0.9099773168563843}
{'Train_epoch': 63, 'Acc': 0.994969367980957, 'Loss': 0.015479552250718101, 'Precision': 0.9929917454719543, 'Recall': 0.9943395256996155}
{'Test_epoch': 63, 'Acc': 0.912420392036438, 'Loss': 0.49807470242024227, 'Precision': 0.9085802435874939, 'Recall': 0.9102134704589844}
{'Train_epoch': 64, 'Acc': 0.9952525496482849, 'Loss': 0.013879393702313647, 'Precision': 0.9938063025474548, 'Recall': 0.9946120977401733}
{'Test_epoch': 64, 'Acc': 0.9086385369300842, 'Loss': 0.518504876162928, 'Precision': 0.9089921116828918, 'Recall': 0.9057784080505371}
{'Train_epoch': 65, 'Acc': 0.9929370880126953, 'Loss': 0.021220307408255583, 'Precision': 0.9906613230705261, 'Recall': 0.9922525882720947}
{'Test_epoch': 65, 'Acc': 0.9125199317932129, 'Loss': 0.5027380238055803, 'Precision': 0.9112464189529419, 'Recall': 0.9133431911468506}
{'Train_epoch': 66, 'Acc': 0.9961853623390198, 'Loss': 0.011386308224626109, 'Precision': 0.9942246675491333, 'Recall': 0.995058536529541}
{'Test_epoch': 66, 'Acc': 0.9134156107902527, 'Loss': 0.5301110215342728, 'Precision': 0.9131773710250854, 'Recall': 0.9116617441177368}
{'Train_epoch': 67, 'Acc': 0.9955856800079346, 'Loss': 0.013036061296720608, 'Precision': 0.9942328929901123, 'Recall': 0.9951427578926086}
{'Test_epoch': 67, 'Acc': 0.9122213125228882, 'Loss': 0.5619629439512256, 'Precision': 0.911392867565155, 'Recall': 0.9092445373535156}
{'Train_epoch': 68, 'Acc': 0.9963352680206299, 'Loss': 0.011753213196039832, 'Precision': 0.9954720735549927, 'Recall': 0.9963001012802124}
{'Test_epoch': 68, 'Acc': 0.9113256335258484, 'Loss': 0.5903104703137829, 'Precision': 0.9057578444480896, 'Recall': 0.9086733460426331}
{'Train_epoch': 69, 'Acc': 0.9945862293243408, 'Loss': 0.016725902747504524, 'Precision': 0.9923316240310669, 'Recall': 0.9937499761581421}
{'Test_epoch': 69, 'Acc': 0.9115246534347534, 'Loss': 0.5102095766479422, 'Precision': 0.9072802066802979, 'Recall': 0.9070594906806946}
{'Train_epoch': 70, 'Acc': 0.9955523610115051, 'Loss': 0.013080000124384691, 'Precision': 0.9935092926025391, 'Recall': 0.9944950342178345}
{'Test_epoch': 70, 'Acc': 0.915505588054657, 'Loss': 0.48491288766051366, 'Precision': 0.9126161932945251, 'Recall': 0.9124383330345154}
{'Train_epoch': 71, 'Acc': 0.9962020516395569, 'Loss': 0.011588600376686947, 'Precision': 0.9948747158050537, 'Recall': 0.9955896735191345}
{'Test_epoch': 71, 'Acc': 0.9115246534347534, 'Loss': 0.5397767411888974, 'Precision': 0.9092282652854919, 'Recall': 0.9073503613471985}
{'Train_epoch': 72, 'Acc': 0.9953024983406067, 'Loss': 0.014511938040709682, 'Precision': 0.9934744834899902, 'Recall': 0.9944691061973572}
{'Test_epoch': 72, 'Acc': 0.9071456789970398, 'Loss': 0.5272790158914912, 'Precision': 0.9049781560897827, 'Recall': 0.9020846486091614}
{'Train_epoch': 73, 'Acc': 0.9962186813354492, 'Loss': 0.012230618663243207, 'Precision': 0.9948704838752747, 'Recall': 0.9957980513572693}
{'Test_epoch': 73, 'Acc': 0.9132165312767029, 'Loss': 0.4816764860241941, 'Precision': 0.9112573266029358, 'Recall': 0.9124751687049866}
{'Train_epoch': 74, 'Acc': 0.9957855939865112, 'Loss': 0.012380295225816814, 'Precision': 0.9946075677871704, 'Recall': 0.995790421962738}
{'Test_epoch': 74, 'Acc': 0.9109275341033936, 'Loss': 0.5997564832733315, 'Precision': 0.9093987345695496, 'Recall': 0.9082871675491333}
{'Train_epoch': 75, 'Acc': 0.9957022666931152, 'Loss': 0.01330036876178187, 'Precision': 0.9941957592964172, 'Recall': 0.9951965808868408}
{'Test_epoch': 75, 'Acc': 0.9105294346809387, 'Loss': 0.4737563952566332, 'Precision': 0.9083645343780518, 'Recall': 0.909331202507019}
{'Train_epoch': 76, 'Acc': 0.9963352680206299, 'Loss': 0.01210513341335281, 'Precision': 0.9943752288818359, 'Recall': 0.9951638579368591}
{'Test_epoch': 76, 'Acc': 0.9111266136169434, 'Loss': 0.5521695804515272, 'Precision': 0.9099953174591064, 'Recall': 0.9086508750915527}
{'Train_epoch': 77, 'Acc': 0.9964352250099182, 'Loss': 0.011572727521220481, 'Precision': 0.9948918223381042, 'Recall': 0.9959301948547363}
{'Test_epoch': 77, 'Acc': 0.9135151505470276, 'Loss': 0.5313152860684, 'Precision': 0.9115967750549316, 'Recall': 0.910980224609375}
{'Train_epoch': 78, 'Acc': 0.9966018199920654, 'Loss': 0.01025203998869014, 'Precision': 0.9957515597343445, 'Recall': 0.9964931011199951}
{'Test_epoch': 78, 'Acc': 0.9072452187538147, 'Loss': 0.5760683188938601, 'Precision': 0.9091868996620178, 'Recall': 0.9058386087417603}
{'Train_epoch': 79, 'Acc': 0.9962853193283081, 'Loss': 0.010780099783226497, 'Precision': 0.9950079321861267, 'Recall': 0.9958944916725159}
{'Test_epoch': 79, 'Acc': 0.9114251732826233, 'Loss': 0.5636848058243087, 'Precision': 0.9133023619651794, 'Recall': 0.9096981883049011}
{'Train_epoch': 80, 'Acc': 0.9953691363334656, 'Loss': 0.014237143120557998, 'Precision': 0.9939085245132446, 'Recall': 0.9950466156005859}
{'Test_epoch': 80, 'Acc': 0.9101313948631287, 'Loss': 0.5434234451360194, 'Precision': 0.9090847373008728, 'Recall': 0.9082939028739929}
{'Train_epoch': 81, 'Acc': 0.995918869972229, 'Loss': 0.012070060896679514, 'Precision': 0.9941344261169434, 'Recall': 0.9950464963912964}
{'Test_epoch': 81, 'Acc': 0.9125199317932129, 'Loss': 0.5744650743332258, 'Precision': 0.9115872979164124, 'Recall': 0.9101499319076538}
{'Train_epoch': 82, 'Acc': 0.9971015453338623, 'Loss': 0.008536684286776793, 'Precision': 0.9959475994110107, 'Recall': 0.9965407848358154}
{'Test_epoch': 82, 'Acc': 0.9068471193313599, 'Loss': 0.6043502960449002, 'Precision': 0.9094387888908386, 'Recall': 0.9024841785430908}
{'Train_epoch': 83, 'Acc': 0.9961020946502686, 'Loss': 0.011498232452127565, 'Precision': 0.9944590330123901, 'Recall': 0.9950634837150574}
{'Test_epoch': 83, 'Acc': 0.9067476391792297, 'Loss': 0.5611622037757544, 'Precision': 0.9067361354827881, 'Recall': 0.9030812978744507}
{'Train_epoch': 84, 'Acc': 0.9969682693481445, 'Loss': 0.009206365799130822, 'Precision': 0.9955971240997314, 'Recall': 0.9963597655296326}
{'Test_epoch': 84, 'Acc': 0.9090366363525391, 'Loss': 0.5510506570772238, 'Precision': 0.9091266989707947, 'Recall': 0.9073099493980408}
{'Train_epoch': 85, 'Acc': 0.99708491563797, 'Loss': 0.009436118604729333, 'Precision': 0.9959719777107239, 'Recall': 0.996508777141571}
{'Test_epoch': 85, 'Acc': 0.90625, 'Loss': 0.59235287813624, 'Precision': 0.9040942192077637, 'Recall': 0.9054588079452515}
{'Train_epoch': 86, 'Acc': 0.9962020516395569, 'Loss': 0.011185126003935649, 'Precision': 0.9947900176048279, 'Recall': 0.9957051277160645}
{'Test_epoch': 86, 'Acc': 0.9092356562614441, 'Loss': 0.5849079883236225, 'Precision': 0.9106648564338684, 'Recall': 0.9065278768539429}
{'Train_epoch': 87, 'Acc': 0.9967184066772461, 'Loss': 0.00954497674109604, 'Precision': 0.9947651624679565, 'Recall': 0.995521605014801}
{'Test_epoch': 87, 'Acc': 0.9133160710334778, 'Loss': 0.5450354028184703, 'Precision': 0.9092334508895874, 'Recall': 0.9120252132415771}
{'Train_epoch': 88, 'Acc': 0.9962186813354492, 'Loss': 0.011370374249355358, 'Precision': 0.9941310882568359, 'Recall': 0.9946650862693787}
{'Test_epoch': 88, 'Acc': 0.9087380766868591, 'Loss': 0.6041137826782659, 'Precision': 0.9060511589050293, 'Recall': 0.9059833884239197}
{'Train_epoch': 89, 'Acc': 0.9964852333068848, 'Loss': 0.01122775639308964, 'Precision': 0.9949243068695068, 'Recall': 0.9958553314208984}
{'Test_epoch': 89, 'Acc': 0.9094347357749939, 'Loss': 0.5494365577295328, 'Precision': 0.9081643223762512, 'Recall': 0.9085441827774048}
{'Train_epoch': 90, 'Acc': 0.9971348643302917, 'Loss': 0.008598633934269689, 'Precision': 0.9953014850616455, 'Recall': 0.9958381652832031}
{'Test_epoch': 90, 'Acc': 0.9107285141944885, 'Loss': 0.5909812830946153, 'Precision': 0.9084887504577637, 'Recall': 0.9083333611488342}
{'Train_epoch': 91, 'Acc': 0.9965018630027771, 'Loss': 0.010238907887055856, 'Precision': 0.99505215883255, 'Recall': 0.9958311915397644}
